"word","class"
"клевета ","negative"
"клеветать ","negative"
"клеветник ","negative"
"клеветнический ","negative"
"клясть","negative"
"кляуза ","negative"
"кляузный ","negative"
"коварно ","negative"
"коварность ","negative"
"коварный ","negative"
"коварство ","negative"
"козел","negative"
"колгота ","negative"
"колготиться ","negative"
"коловратность","negative"
"консервативный ","negative"
"конфликт ","negative"
"конфликтовать ","negative"
"конфуз ","negative"
"конфузливо ","negative"
"конфузливость ","negative"
"конфузливый ","negative"
"конфузный ","negative"
"корить ","negative"
"костить","negative"
"кощунственный ","negative"
"кощунство ","negative"
"кощунствовать ","negative"
"криводушие","negative"
"криводушный","negative"
"критиканский ","negative"
"критиканство ","negative"
"критически ","negative"
"критический ","negative"
"критичность ","negative"
"критичный ","negative"
"кровожадность ","negative"
"кровопийца ","negative"
"кручина","negative"
"кручинный","negative"
"кручинушка","negative"
"кукиш ","negative"
"кукситься ","negative"
"куражиться","negative"
"ламентация","negative"
"ласкатель","negative"
"ласкательство","positive"
"лживо ","negative"
"лживость ","negative"
"лживый ","negative"
"лизоблюдничать","negative"
"лизун","negative"
"лихо ","negative"
"лихо","negative"
"лиходей","negative"
"лиходейка","negative"
"лиходейский","negative"
"лихой ","positive"
"лицемер ","negative"
"лицемерие ","negative"
"лицемерить ","negative"
"лицемерка ","negative"
"лицемерно ","negative"
"лицемерность ","negative"
"лицемерный ","negative"
"лицемерский ","negative"
"ложный ","negative"
"льстец ","negative"
"льстиво ","negative"
"льстивость ","negative"
"льстивый ","negative"
"льстить ","negative"
"лютеть","negative"
"люто ","negative"
"лютование","negative"
"лютой","negative"
"лютый и лютой","negative"
"маета","negative"
"маетно","negative"
"маетный","negative"
"макиавеллиевский","negative"
"макиавеллизм","negative"
"малоавторитетный ","negative"
"маловер ","negative"
"маловерие ","negative"
"малодоступный ","negative"
"малодушничать","negative"
"малодушный ","positive"
"малообщительность ","negative"
"малообщительный ","negative"
"малопривлекательный ","negative"
"малоприятный ","negative"
"манерный","negative"
"манкирование","negative"
"манкировать","negative"
"манкировка","negative"
"медоточивый ","negative"
"меланхолик ","negative"
"меланхолически ","negative"
"меланхолический ","negative"
"меланхоличка ","negative"
"меланхолично ","negative"
"меланхоличность ","negative"
"меланхоличный ","negative"
"меланхолия ","negative"
"мельтешня","negative"
"мерехлюндия","negative"
"мерзить","negative"
"мерзко","negative"
"мерзопакостно ","negative"
"мерзостно ","negative"
"мерзостный ","negative"
"мерзость ","negative"
"месть ","negative"
"мизантроп","negative"
"мизантропический","negative"
"мизантропия","negative"
"мизерабельный","negative"
"мнительность ","negative"
"мнительный ","negative"
"многострадальный ","negative"
"мразь","negative"
"мрачить","negative"
"мстивый","negative"
"мстительность ","negative"
"мстительный ","negative"
"мстить ","negative"
"мужененавистнический ","negative"
"мука ","negative"
"муторно","negative"
"мучать","negative"
"мучение ","negative"
"мученик ","negative"
"мученица ","negative"
"мученический ","negative"
"мученичество ","negative"
"мучитель ","negative"
"мучительница ","negative"
"мучительно ","negative"
"мучительность ","negative"
"мучительный ","negative"
"мучительство ","negative"
"мщение ","negative"
"мымра","negative"
"мытарство","negative"
"набедоваться ","negative"
"набедствоваться ","negative"
"набузить","negative"
"навидаться","negative"
"наволноваться","negative"
"навязчиво ","negative"
"нагло ","negative"
"наглость ","negative"
"наглый ","negative"
"надменно ","negative"
"надменность ","negative"
"надменный ","negative"
"надоедала","negative"
"надоедливо ","negative"
"надоедливость ","negative"
"надоедливый ","negative"
"надокучить","negative"
"надругание ","negative"
"назойливо ","negative"
"назола","negative"
"наигранность ","negative"
"наигранный ","negative"
"накричать ","negative"
"намаять","negative"
"наморить","negative"
"намориться","negative"
"намытариться ","negative"
"намытариться","negative"
"наплакаться ","negative"
"наприниматься ","negative"
"напряг","negative"
"напряжение ","negative"
"напряженность ","negative"
"напряженный ","negative"
"напуганный","negative"
"напускной","negative"
"напыщенно ","negative"
"напыщенность ","negative"
"напыщенный ","negative"
"нарекание ","negative"
"нарочито ","negative"
"наругаться ","negative"
"наскучаться ","negative"
"настороженный ","negative"
"настрадаться ","negative"
"настращать","negative"
"насупившись ","negative"
"насупливаться ","negative"
"насупясь ","negative"
"натерпеться ","negative"
"натешиться ","negative"
"натомиться ","negative"
"натосковаться ","negative"
"натужность ","negative"
"натужный ","negative"
"наущение","negative"
"нахальничать ","negative"
"нахально","negative"
"нахальство ","negative"
"нахмуренный ","positive"
"нахрап","negative"
"нахраписто","negative"
"нахрапистость","negative"
"нахрапистый","negative"
"нахрапом","negative"
"начальственный ","negative"
"наянливо","negative"
"наянливость","negative"
"наянливый","negative"
"небезобидный ","negative"
"неблаговидность ","negative"
"неблаговидный ","negative"
"неблагожелательность ","negative"
"неблагожелательный ","negative"
"неблагонадежность","negative"
"неблагонадежный","negative"
"неблагонамеренность","negative"
"неблагонамеренный","negative"
"неблагопристойность ","negative"
"неблагопристойный ","negative"
"неблагоприятно ","negative"
"неблагоприятный ","negative"
"неблагосклонность ","negative"
"неблагосклонный ","negative"
"небречь","negative"
"неважно ","negative"
"неважный ","negative"
"невежливый ","negative"
"неверие ","negative"
"неверность ","negative"
"неверный","negative"
"неверующий ","negative"
"невесело ","negative"
"невеселый ","negative"
"невзгода ","negative"
"невзрачный ","negative"
"невменяемость ","negative"
"невменяемый ","negative"
"невмоготу","negative"
"невмочь","negative"
"невнимание ","negative"
"невнимательно ","negative"
"невнимательность ","negative"
"невнимательный ","negative"
"невозможно","negative"
"невтерпеж","negative"
"невыносимо ","negative"
"невыносимость ","negative"
"невыносимый ","negative"
"негативизм ","negative"
"негативно","negative"
"неглижирование","negative"
"неглижировать","negative"
"негодный ","negative"
"негодование ","negative"
"негодовать ","negative"
"негодующий ","negative"
"негуманность ","negative"
"негуманный ","negative"
"неделикатно ","negative"
"неделикатность ","negative"
"неделикатный ","negative"
"недоброжелатель ","negative"
"недоброжелательно ","negative"
"недоброжелательность ","negative"
"недоброжелательный ","negative"
"недоброжелательство ","negative"
"недоброта ","negative"
"недоброхот","negative"
"недоброхотный","negative"
"недоброхотство","negative"
"недобрый ","negative"
"недоверие ","negative"
"недоверчиво ","negative"
"недоверчивость ","negative"
"недоверчивый ","negative"
"недовольно ","negative"
"недовольный ","negative"
"недовольство ","negative"
"недолюбливать ","negative"
"недопустимость ","negative"
"недопустимый ","negative"
"недоразумение ","negative"
"недоступный ","negative"
"недотыка","negative"
"недоумение ","positive"
"недоуменный ","positive"
"недруг ","negative"
"недружелюбие ","negative"
"недружелюбно ","negative"
"недружелюбность ","negative"
"недружелюбный ","negative"
"недружественно ","negative"
"недружественный ","negative"
"недуг ","negative"
"неестественно ","negative"
"нежелание ","negative"
"нежелательный ","negative"
"незаинтересованный ","negative"
"неинтересно ","negative"
"неинтересный ","negative"
"неискренне ","negative"
"неискренний ","negative"
"неискренно ","negative"
"неискренность ","negative"
"неистовость ","negative"
"неистовство ","negative"
"неистовствовать ","negative"
"неистовый ","negative"
"некоммуникабельность ","negative"
"некоммуникабельный ","negative"
"неконтактность","negative"
"неконтактный ","negative"
"некорректность ","negative"
"некорректный ","negative"
"некультурный ","negative"
"неладица","negative"
"неласковость ","negative"
"неласковый ","negative"
"нелегко ","negative"
"нелестно ","negative"
"нелестный ","negative"
"неловкий ","negative"
"неловко","negative"
"неловкость ","negative"
"нелояльность ","negative"
"нелояльный ","negative"
"нелюбезность ","negative"
"нелюбезный ","negative"
"нелюбимый ","negative"
"нелюбовь ","negative"
"нелюбый","negative"
"нелюдим ","negative"
"нелюдимка ","negative"
"нелюдимо ","negative"
"нелюдимость ","negative"
"нелюдимый ","negative"
"немилосердие ","negative"
"немилосердно ","negative"
"немилостивый ","negative"
"немилость ","negative"
"немилый","negative"
"ненавидеть ","negative"
"ненавистник ","negative"
"ненавистница ","negative"
"ненавистничать ","negative"
"ненавистнический ","negative"
"ненавистничество ","negative"
"ненавистный ","negative"
"ненависть ","negative"
"ненадежность ","negative"
"ненадежный ","negative"
"ненатурально ","negative"
"ненатуральность ","negative"
"ненатуральный ","negative"
"необузданность ","negative"
"необузданный ","negative"
"необщительность ","negative"
"необщительный ","negative"
"неодобрение ","negative"
"неодобрительно ","negative"
"неодобрительность ","negative"
"неодобрительный ","negative"
"неотвязно","negative"
"неотзывчиво ","negative"
"неотзывчивость ","negative"
"неотзывчивый ","negative"
"неохота","negative"
"неохотно ","negative"
"непереносимо ","negative"
"непереносимый ","negative"
"непереносно","negative"
"непереносный","negative"
"непозволительность ","negative"
"непозволительный ","negative"
"непокойно","negative"
"непокойный","negative"
"неполадки","negative"
"неполитичный","negative"
"непорядочность ","negative"
"непорядочный ","negative"
"непостоянный ","negative"
"непостоянство ","negative"
"непочтительно ","negative"
"непочтительность ","negative"
"непочтительный ","negative"
"неприветливо ","negative"
"неприветливость ","negative"
"неприветливый ","negative"
"неприветный ","negative"
"неприглядный ","negative"
"неприличие ","negative"
"неприличный ","negative"
"непримиримость ","negative"
"непримиримый ","negative"
"непристойность ","negative"
"непристойный ","negative"
"неприязненно ","negative"
"неприязненность ","negative"
"неприязненный ","negative"
"неприязнь ","negative"
"неприятель ","negative"
"неприятно ","negative"
"неприятный ","negative"
"нерадостно ","negative"
"нерадостный ","negative"
"неразговорчивый ","negative"
"нерасположение ","negative"
"нерасположенный ","negative"
"нервировать ","negative"
"нервически","negative"
"нервничать ","negative"
"нервно ","negative"
"нервность ","negative"
"нервный ","negative"
"нервозно ","negative"
"нервозность ","negative"
"нервозный ","negative"
"нервотрепка","negative"
"нерешимость ","negative"
"нерешительно ","negative"
"нерешительность ","positive"
"нерешительный ","negative"
"неровность ","negative"
"несемейный ","negative"
"несимпатичный ","negative"
"нескромность ","negative"
"нескромный ","negative"
"несмело ","negative"
"несмелость ","negative"
"несмелый ","negative"
"несносно ","negative"
"несносный ","negative"
"несогласие ","negative"
"несообщительность","negative"
"несообщительный","negative"
"неспокойно ","negative"
"неспокойный ","negative"
"нестерпимо ","negative"
"нестерпимость ","negative"
"нестерпимый ","negative"
"несчастливец ","negative"
"несчастливица ","negative"
"несчастливый ","negative"
"несчастный ","negative"
"несчастье ","negative"
"нетактичность ","negative"
"нетактичный ","negative"
"нетерпимо ","negative"
"нетерпимость ","positive"
"нетерпимый ","negative"
"неуважение ","negative"
"неуважительно ","negative"
"неуважительность ","negative"
"неуважительный ","negative"
"неуверенно ","negative"
"неуверенность ","negative"
"неуверенный ","negative"
"неугодный ","negative"
"неугомонный ","negative"
"неудачливость ","negative"
"неудачливый ","negative"
"неудачный ","negative"
"неудобство ","negative"
"неудовлетворение ","negative"
"неудовлетворенность ","negative"
"неудовлетворенный ","negative"
"неудовольствие ","negative"
"неуемный","negative"
"неуживчивость ","negative"
"неуживчивый ","negative"
"неулыбчивый ","negative"
"неумолимость ","negative"
"неумолимый ","negative"
"неуравновешенность ","negative"
"неуравновешенный ","negative"
"неутешительный ","negative"
"неутешно ","negative"
"неутешный ","negative"
"неучтивость ","negative"
"неучтивый ","negative"
"нехороший ","negative"
"нехорошо ","negative"
"нехотя ","negative"
"нецеремонно ","negative"
"нецеремонность ","negative"
"нецеремонный ","negative"
"нечеловеческий ","negative"
"нечистосердсчие","negative"
"нечистосердечный ","negative"
"нечувствительность ","negative"
"нечувствительный ","negative"
"нечуткий ","negative"
"нечутко ","negative"
"нечуткость ","negative"
"нещадно ","negative"
"нещадный ","negative"
"низкопоклонник ","negative"
"никнуть ","negative"
"никчемный","negative"
"никчемушный","negative"
"ниспровергатель ","negative"
"ничто ","negative"
"ничтожество ","negative"
"ничтожный ","negative"
"ностальгический ","negative"
"ностальгия ","negative"
"нудиться","negative"
"нудно","negative"
"нуждаться ","negative"
"ныть ","negative"
"нытье","negative"
"обвинение ","negative"
"обездоленный ","negative"
"обеспокоенно ","negative"
"обеспокоенный ","negative"
"обида ","negative"
"обидно ","negative"
"обидный ","negative"
"обидчивость ","negative"
"обидчивый ","negative"
"обидчик ","negative"
"обидчица ","negative"
"обиженный ","negative"
"обличитель ","negative"
"обличительница ","negative"
"обломовщина ","negative"
"обособленно ","negative"
"обособленность ","negative"
"обособленный ","negative"
"обременительно ","negative"
"обременительный ","negative"
"обругать ","negative"
"обругиваться ","negative"
"обрыднуть","negative"
"оглоед","negative"
"огорчение ","negative"
"огорченный ","negative"
"огорчительно ","negative"
"огорчительный ","negative"
"одинехонек","negative"
"одинешенек","negative"
"один-одинехонек","negative"
"один-одинешенек","negative"
"одинокий ","negative"
"одиноко ","negative"
"одиночество ","negative"
"одиночка ","negative"
"одиночный ","negative"
"одиозность","negative"
"одиозный","negative"
"ожесточение ","negative"
"ожесточение и ожесточенье ","negative"
"ожесточенность ","negative"
"ожесточенный ","negative"
"озверевший","negative"
"озлобление ","negative"
"озлобленность ","negative"
"озлобленный ","negative"
"оконфуженный ","negative"
"оконфузить","negative"
"омерзение ","negative"
"омерзение и омерзенье ","negative"
"омерзеть","negative"
"омерзительно ","negative"
"омерзительность ","negative"
"омерзительный ","negative"
"омраченный ","negative"
"опасаться ","negative"
"опасение ","negative"
"опаскудеть","negative"
"опасливо","negative"
"опасливость","negative"
"опасный ","negative"
"опечаленно ","negative"
"опечаленный ","negative"
"опостылеть","negative"
"опостынуть","negative"
"опостыть","negative"
"оробелый","negative"
"осатаневший","negative"
"осатанелый","negative"
"освирепевший","negative"
"освирепелый","negative"
"осердить","negative"
"осиротелый ","negative"
"осиротить ","negative"
"оскандалить","negative"
"осквернение ","negative"
"оскверненный ","negative"
"оскорбитель ","negative"
"оскорбительница ","negative"
"оскорбительно ","negative"
"оскорбительность ","negative"
"оскорбительный ","negative"
"оскорбление ","negative"
"оскорбленный ","negative"
"ославиться","negative"
"оставленный ","negative"
"остервеневший ","negative"
"остервенелый ","negative"
"остервенение ","negative"
"остервененный ","negative"
"осторожность ","positive"
"острастка ","negative"
"остыть","positive"
"осудительный ","negative"
"осуждать ","negative"
"осуждение ","negative"
"отвергнутый ","negative"
"отверженец ","negative"
"отверженность ","negative"
"отверженный ","negative"
"отвратительно ","negative"
"отвратительный ","negative"
"отвратно","negative"
"отвращение ","negative"
"оторопь","negative"
"отповедь ","negative"
"отрешенно ","negative"
"отрешенность ","negative"
"отрешенный ","negative"
"отрицательно ","negative"
"отругать ","negative"
"отругиваться ","negative"
"отталкивающий ","negative"
"отчаяние ","negative"
"отчаяние и отчаянье ","negative"
"отчаянно ","positive"
"отчужденно ","negative"
"отчужденность ","negative"
"отчужденный ","negative"
"отчураться ","negative"
"отшепенец","negative"
"отщепенка","negative"
"охаивание","negative"
"охальник","negative"
"охальницкий","negative"
"охальничать","negative"
"охальнический","negative"
"охальный","negative"
"очертенеть","negative"
"очертеть","negative"
"ошеломительный ","positive"
"ошеломление ","positive"
"ошеломленный ","positive"
"ошеломляющий ","negative"
"ошикать ","negative"
"пагуба ","negative"
"пагубно ","negative"
"пагубность ","negative"
"пагубный ","negative"
"падла","negative"
"пакостливый","negative"
"пакостничать","negative"
"пакостно","negative"
"палачество ","negative"
"памятозлобие","negative"
"памятозлобный","negative"
"панибратский ","negative"
"панибратство ","negative"
"паника ","negative"
"паникер ","negative"
"паникерский ","negative"
"паникерство ","negative"
"паникерствовать ","negative"
"паникерша ","negative"
"паниковать ","negative"
"панически ","negative"
"панический ","negative"
"парий","negative"
"паршиво","negative"
"паскудно","negative"
"пассивный ","negative"
"пенять ","negative"
"перебежчик ","negative"
"перебранить ","negative"
"перебранка ","negative"
"перебулгачить","negative"
"переведать","negative"
"перевидать","negative"
"перевозбудиться","negative"
"перевоспалиться","negative"
"переживать ","negative"
"переиспытаться","negative"
"переконфузить","negative"
"переконфузиться","negative"
"перекоры","negative"
"перекоряться","negative"
"перекручиваться","negative"
"перенандражировать","negative"
"перенаяться","negative"
"переметчик","negative"
"перемогаться","negative"
"перемучить","negative"
"перемучиться","negative"
"переполох ","negative"
"переполошный ","negative"
"перепуганный ","negative"
"переругиваться ","negative"
"пересуд ","negative"
"перетревожиться ","negative"
"перетревожиться","negative"
"перетрухнуть","negative"
"перетрястись","negative"
"переутомленный ","negative"
"перечувствовать","negative"
"пессимизм ","negative"
"пессимист ","negative"
"пессимистически ","negative"
"пессимистический ","negative"
"пессимистично ","negative"
"пессимистичность ","negative"
"пессимистичный ","negative"
"пессимистка ","negative"
"печалование","negative"
"печаловаться","positive"
"печально ","negative"
"печальный ","negative"
"печорин ","negative"
"плакальщик ","negative"
"плакать ","negative"
"плакаться ","negative"
"плаксиво ","negative"
"плач ","negative"
"плачевно ","negative"
"плачевность ","negative"
"плачевный ","negative"
"плохо ","negative"
"плохой ","negative"
"побегушки","negative"
"побесить","negative"
"погань","negative"
"погибельность","negative"
"погромный","negative"
"подавленно ","negative"
"подавленность ","negative"
"подавленный ","negative"
"подговорщик","negative"
"поддразнивание ","negative"
"подковырка ","negative"
"подкузьмить","negative"
"подлеть","negative"
"подлец ","negative"
"подлипала","negative"
"подличать ","negative"
"подлый ","negative"
"подлячка","negative"
"подначка","negative"
"подобострастие ","negative"
"подобострастный ","negative"
"подозревать ","negative"
"подозреваться ","negative"
"подозрение ","negative"
"подозрительно ","negative"
"подозрительность ","negative"
"подозрительный ","negative"
"подосадовать ","negative"
"подстрекатель ","negative"
"подстрекательство ","negative"
"подхалим ","negative"
"поехидничать","negative"
"пожалиться","negative"
"пожалобиться","negative"
"позор ","negative"
"позорно ","negative"
"позорный ","negative"
"позорящий ","negative"
"поизмываться","negative"
"показной ","negative"
"покор ","negative"
"покровительственно ","negative"
"покровительственный ","negative"
"покручиниться ","negative"
"полгоря ","negative"
"полуживой ","negative"
"полумертвый ","negative"
"помытариться","negative"
"поносный","negative"
"поношение ","negative"
"поношение","negative"
"понуро ","negative"
"понурость ","negative"
"понурый ","negative"
"попенять","negative"
"поплакать ","negative"
"попомнить","negative"
"попрание","negative"
"попрек ","negative"
"порицание ","negative"
"порицатель ","negative"
"порицательный ","negative"
"порицать ","negative"
"порицающий ","negative"
"порочность ","negative"
"порочный ","positive"
"поруганный ","negative"
"поруха","negative"
"поскучать ","negative"
"посовеститься","negative"
"посрамиться","negative"
"посредственность ","negative"
"посредственный ","negative"
"постращать","negative"
"постыдить","negative"
"постыдно ","negative"
"постыдный ","negative"
"постылый","negative"
"потерянность ","negative"
"потерянный ","negative"
"потосковать","negative"
"потревожиться","negative"
"потрясение ","negative"
"потрясенный ","negative"
"потужить","negative"
"потусторонний ","negative"
"поусомниться","negative"
"похаять","negative"
"пощада ","negative"
"пощадить ","negative"
"пощечина ","negative"
"предатель ","negative"
"предательски ","negative"
"предательский ","negative"
"предательство ","negative"
"предосудительность ","negative"
"предосудительный ","negative"
"предубеждение ","negative"
"предубежденность ","negative"
"предубежденный ","negative"
"презрение ","negative"
"презренный ","negative"
"презрительно ","negative"
"презрительность ","negative"
"презрительный ","negative"
"пренебрежение ","negative"
"пренебрежительно ","negative"
"пренебрежительность ","negative"
"пренебрежительный ","negative"
"придира ","negative"
"придирка ","negative"
"придирки ","negative"
"придирчивость ","positive"
"придирчивый ","positive"
"придуриваться","negative"
"примитивный ","negative"
"приниженно ","negative"
"приниженность ","negative"
"принужденно ","negative"
"принужденность ","negative"
"припомнить","negative"
"прискорбно ","negative"
"прискорбный ","negative"
"приставучий","negative"
"пристыженный ","negative"
"притвора","negative"
"притворность ","negative"
"притворный ","negative"
"притворство ","negative"
"притворствовать ","negative"
"притворщик ","negative"
"притворщица ","negative"
"притворяшка","negative"
"причитать ","negative"
"пробрюзжать ","negative"
"пробурчать ","negative"
"провещать ","negative"
"проворчать ","negative"
"проклятие ","negative"
"проклятущий","negative"
"проклятый ","negative"
"промаячить","negative"
"проныть","negative"
"проплакаться","negative"
"прослезиться ","negative"
"прострация","negative"
"противник ","negative"
"противно ","negative"
"противный ","negative"
"протомить","negative"
"профанация ","negative"
"профанирование ","negative"
"профанировать","negative"
"психастения ","negative"
"психованный","negative"
"пугающий ","negative"
"пугливость ","negative"
"пугливый ","negative"
"пышный ","negative"
"равнодушие ","negative"
"равнодушно ","negative"
"равнодушный ","negative"
"раж","negative"
"развоеваться","negative"
"развыться","negative"
"развязно ","negative"
"развязность ","negative"
"развязный ","negative"
"разгневанно ","negative"
"разгневанный ","negative"
"разгневаться ","negative"
"разгромность","negative"
"разгромный","negative"
"раздерганный","negative"
"раздирательный","negative"
"раздирающий ","negative"
"раздосадованный ","negative"
"раздосадоваться","negative"
"раздражающий ","negative"
"раздражение ","negative"
"раздраженно ","negative"
"раздраженность ","negative"
"раздраженный ","negative"
"раздражительность ","negative"
"раздражительный ","negative"
"раздружить","negative"
"раздружиться","negative"
"раздумывать ","negative"
"разлад ","negative"
"разладица","negative"
"разлучник ","negative"
"разлютоваться","negative"
"размирье","negative"
"размолвка ","negative"
"разносный","negative"
"разнузданность ","negative"
"разнюниться","negative"
"разобиженный","negative"
"разобщенность ","negative"
"разобщенный ","negative"
"разогорчить","negative"
"разогорчиться","negative"
"разойтись","negative"
"разонравиться","negative"
"разочарование ","negative"
"разочарованность ","negative"
"разочарованный ","negative"
"разругать ","negative"
"разругаться ","negative"
"разрушительно","negative"
"разрушительный ","negative"
"разрюмиться","negative"
"разъединение ","negative"
"разъединенность ","negative"
"разъединенный ","negative"
"разъяренно ","negative"
"ранимость ","positive"
"ранимый ","positive"
"распря","negative"
"распсиховаться","negative"
"рассерженный ","negative"
"рассерчать","negative"
"расстроенный ","negative"
"растерянность ","negative"
"растленный ","negative"
"растосковаться","negative"
"растревоженный","negative"
"растревожиться","negative"
"растужиться","negative"
"расхотеть","negative"
"расчесться","negative"
"реветь ","negative"
"ревнивец ","negative"
"ревнивица ","negative"
"ревнивость ","negative"
"ревнивый ","positive"
"ревновать ","positive"
"ревность ","negative"
"робкий ","negative"
"робко ","negative"
"роковой ","negative"
"роптание ","negative"
"роптать ","negative"
"ругань ","negative"
"ругатель ","negative"
"ругательница ","negative"
"ругательский","negative"
"ругня ","negative"
"рыдание ","negative"
"рыдать ","negative"
"садистски ","negative"
"садистский ","negative"
"самобичующий ","negative"
"самодур ","negative"
"самолюбивый ","negative"
"самолюбие ","negative"
"самомнение ","negative"
"самообличение ","negative"
"самоосуждение ","negative"
"самоунижение ","negative"
"самоуничижение ","negative"
"самоуправец","negative"
"сардонический ","negative"
"сатанеть ","negative"
"сатанинский ","negative"
"сатаниться","negative"
"сбычить","negative"
"сбычиться","negative"
"свара","negative"
"сварливый ","negative"
"сволота","negative"
"сволочиться","negative"
"сволочь","negative"
"свысока ","negative"
"связанно ","negative"
"связанность ","negative"
"святотатство ","negative"
"сгоряча ","negative"
"сгрубить ","negative"
"сгрустнуться","negative"
"сердечный","positive"
"сердешный","positive"
"сердито ","negative"
"сердитость ","negative"
"сердитый ","negative"
"сердиться ","negative"
"сердоболие ","positive"
"сердяга","negative"
"серчать ","negative"
"серьезно ","negative"
"серьезность ","negative"
"сетование ","negative"
"сиротливо ","negative"
"сиротливость ","negative"
"сиротливый ","negative"
"сиротский ","negative"
"сиротство ","negative"
"скандалезный","negative"
"скандализировать ","negative"
"скандализироваться","negative"
"скандалист ","negative"
"скандалистка ","negative"
"скандалить ","negative"
"скандальность ","negative"
"скверна","negative"
"сквернавец","negative"
"сквернить ","negative"
"скверно ","negative"
"скверность ","negative"
"скверный ","negative"
"скепсис ","negative"
"скептик ","negative"
"скептицизм ","negative"
"скептически ","negative"
"скептический ","negative"
"скептичность ","negative"
"скептичный ","negative"
"склока ","negative"
"склочнический","negative"
"скованно ","negative"
"сконфуженно ","negative"
"сконфуженность ","negative"
"сконфуженный ","negative"
"скорбеть ","negative"
"скорбно ","negative"
"скорбность ","negative"
"скорбный ","negative"
"скорбь ","negative"
"скорбящий ","negative"
"скрытность ","negative"
"скрытный ","negative"
"скука ","negative"
"скучать ","negative"
"скучающий ","negative"
"скучиться","negative"
"скучно ","negative"
"скучный ","negative"
"славолюбивый","negative"
"сладкоречивый","negative"
"слащавый ","negative"
"слеза ","negative"
"слезливость ","negative"
"слезливый ","positive"
"слезно","negative"
"смелый ","positive"
"смертоносность ","negative"
"смертоносный ","negative"
"смеяться ","positive"
"смиловаться","positive"
"смилостивиться","positive"
"смурной ","negative"
"смурной","negative"
"смурость ","negative"
"смурый","negative"
"смута ","negative"
"смутно ","negative"
"смутьян","negative"
"смущение ","negative"
"смущенно ","negative"
"смущенность ","negative"
"смущенный ","negative"
"смятение ","negative"
"смятенно ","negative"
"смятенность ","negative"
"смятенный ","negative"
"смятенный","negative"
"снулый","negative"
"собачить","negative"
"соболезновать ","positive"
"соболезнующе ","negative"
"соболезнующий ","negative"
"совестить","positive"
"совестливость ","negative"
"совестно ","negative"
"содомить","negative"
"содомиться","negative"
"сожаление ","negative"
"сожалеть ","negative"
"сокрушаться ","negative"
"сокрушение ","negative"
"сокрушенно ","negative"
"сокрушенный ","negative"
"сокрушительность ","negative"
"сокрушительный ","negative"
"солоно","negative"
"сомнение ","negative"
"сомнительно ","negative"
"сомнительность ","negative"
"сомнительный ","negative"
"сором","negative"
"соромный","negative"
"соскучиться ","negative"
"сострадание ","negative"
"сострадательно ","negative"
"сострадательность ","negative"
"сострадательный ","negative"
"сострадать ","negative"
"сострадающий ","negative"
"сочувственно ","positive"
"спесивец","negative"
"спесивиться","negative"
"спесивица","negative"
"спесиво ","negative"
"спесивость ","negative"
"спесивый ","negative"
"спесь ","negative"
"сплин","negative"
"сполох ","negative"
"срамец","negative"
"срамник","negative"
"сробеть","negative"
"ссора ","negative"
"ссориться ","negative"
"стерва","negative"
"стеснение ","negative"
"стесненно ","negative"
"стесненность ","negative"
"стесненный ","negative"
"стеснительный ","positive"
"стон ","negative"
"стосковаться ","negative"
"страдалец ","negative"
"страдалица ","negative"
"страдальческий ","negative"
"страдание ","negative"
"страдательность","negative"
"страдательный ","negative"
"страдать ","negative"
"страдающий ","negative"
"страстотерпец","negative"
"страстотерпица","negative"
"страсть ","positive"
"страх ","negative"
"страховитый","negative"
"страшилище ","negative"
"страшило ","negative"
"страшиться ","negative"
"страшливый","negative"
"страшно ","negative"
"страшный ","negative"
"стращать","negative"
"стремно","negative"
"стрессовый ","negative"
"строить","positive"
"стыд ","negative"
"стыдливо ","negative"
"стыдливость ","negative"
"стыдливый ","negative"
"стыдно ","negative"
"стыдновато","negative"
"стыдноватый","negative"
"стыдоба","negative"
"стыдобище","negative"
"стыдобушка","negative"
"стычка ","negative"
"суета ","negative"
"суетиться ","negative"
"суетливо ","negative"
"суетливость ","negative"
"суетливый ","negative"
"сука","negative"
"сумасшествие ","negative"
"сумасшествовать ","negative"
"суматоха ","negative"
"суматошиться","negative"
"суматошливо","negative"
"суматошливость","negative"
"суматошно","negative"
"суматошность","negative"
"сумятица","negative"
"сурово ","negative"
"суровый ","negative"
"сутолока ","negative"
"сучара","negative"
"схватка ","negative"
"тарарам","negative"
"тартюфизм","negative"
"темпераментность ","negative"
"темпераментный ","positive"
"терзание ","negative"
"терпеть ","negative"
"тиранить ","negative"
"тираничный","negative"
"тиранский ","negative"
"тиранство ","negative"
"тлетворность","negative"
"томительность ","negative"
"томительный ","negative"
"томить ","negative"
"томление ","negative"
"тормошиться","negative"
"тормошливый","negative"
"тоска ","negative"
"тоскливо ","negative"
"тоскливость ","negative"
"тоскливый ","negative"
"тосковать ","negative"
"тощища","negative"
"трагедийный ","negative"
"трагизм ","negative"
"трагикомический ","negative"
"трагический ","negative"
"трагичность ","negative"
"трагичный ","negative"
"траур ","negative"
"трафить","negative"
"тревога ","negative"
"тревожно ","negative"
"тревожность ","negative"
"тревожный ","negative"
"треволнения","negative"
"третировать ","negative"
"трогательность ","positive"
"трогательный ","positive"
"трус ","negative"
"трусить ","negative"
"трусливо ","negative"
"трусливость ","negative"
"трусливый ","negative"
"трусоватость ","negative"
"трусоватый ","negative"
"трусость ","negative"
"тужиться","negative"
